,0,1
0,10.824781249918829,10.333651812299584
1,14.71663100876517,2.755002331479334
2,7.57780388190061,12.870620520838838
3,8.57692108336293,15.79268059883146
4,14.801271961334177,12.950117011796495
5,14.51886172237568,13.567872137767447
6,14.117474142507893,7.147522637021753
7,6.0463979567568416,1.3389108053703325
8,16.459998107933426,2.354267226875776
9,12.484469796787332,16.846841788946783
10,7.705470855774272,14.890540779387834
11,10.453872393604835,9.124544576527642
12,9.810752176496262,8.883616262118094
13,4.720774106584586,14.098074823206893
14,18.671726735033225,16.383672467765773
